EDR153743,Silentiolus,Silentiolus,unknown,Silentiolus ((:nomen SILENTIOLUS in forma navis scriptum))
EDR140142,Κογιτάτουϲ,Κογιτάτουϲ,unknown,&#922;&#959;&#947;&#953;&#964;&#940;&#964;&#959;&#965;&#1010; S
EDR154433,Urosacula,Urosacula,unknown,Vitalio p&#818;e&#818;dica ut comatus&#818; Urosacula&#818; Suu&#818;r&#818;us (:Syrus?) Fo&#818;l&#818;i&#818;a&#818;t&#818;u&#818;s&#818;
EDR140980,monit,monit,unknown,Quam mita (?) vis (?) · Pastores ateque (:atque) · Caste monit erga pugiles (?).
EDR156998,Hercolanius,Hercolanius,unknown,Mortus (:Mortuus) Ercolanius (:Hercolanius)
EDR140978,Vivanius,Vivanius,unknown,Vivaniu&#818;s&#803; At&#803;er u&#803;b&#803;i&#803;que
EDR140248,Timinia,Timinia,unknown,Caves Timinia Iures
EDR156981,Kalends,Kalends,unknown,K(alends) III Iulias
EDR159778,cima,cima,unknown,Misit &#12296;:vacat&#12297; iter(um?) agnas s o sim&#803;plex cima nempius
EDR154432,Phyl,Phyl,unknown,Phyl va(le)  
EDR151822,Vasileus,Vasileus,unknown,Vasileus habitat Putelis (:Puteolis) in castris August[i - - -] su(b) Valeri[o - - -]
EDR140046,Coldenarius,Coldenarius,unknown,Col= ((denarius)) ono (:Colono)
EDR154535,Icui,Icui,unknown,L(uci) Acti va(le).  Mystice  mus comici Icui &#12296;:vacat&#12297; pro &#12296;:vacat&#12297; te fuimus.
EDR140145,ευνυϲ,ευνυϲ,unknown,[&#8008;]&#957;&#818;&#941;&#818;&#1010;&#818;&#953;&#818;&#956;&#818;&#959;&#818;&#1010;&#818; &#949;&#818;&#965;&#818;&#957;&#965;&#818;&#1010;&#818; L&#818;I&#818;[-]E&#818;M&#818;
EDR140145,Ὀνέϲιμοϲ,Ὀνέϲιμοϲ,unknown,[&#8008;]&#957;&#818;&#941;&#818;&#1010;&#818;&#953;&#818;&#956;&#818;&#959;&#818;&#1010;&#818; &#949;&#818;&#965;&#818;&#957;&#965;&#818;&#1010;&#818; L&#818;I&#818;[-]E&#818;M&#818;
EDR151897,Βομβύκιον,Βομβύκιον,unknown,V Bombycion (:&#914;&#959;&#956;&#946;&#973;&#954;&#953;&#959;&#957;) fellat
EDR151868,dua,dua,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,dua,dua,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,cotidianu,cotidianu,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,duos,duo,adjective,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,dua,dua,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,Scapheola,Scapheola,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,Haenas,Haenas,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR151868,Fuminaria,Fuminaria,unknown,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua
EDR159772,Στρατόνικος,Στρατόνικος,unknown,&#12296;:columna I&#12297; C&#932;&#929;&#913;= &#932;&#927;&#925;&#921;= &#922;&#927;C (:&#931;&#964;&#961;&#945;&#964;&#972;&#957;&#953;&#954;&#959;&#962;)  &#12296;:columna II&#12297; Stra= tonicos (:Stratonicus) scrips(it)
EDR153110,Antus,Antus,unknown,Q(uintus)  M[---] Antu[s ---]
EDR102191,Tyaniano,Tyaniano,unknown,Hermeros Prìmigeniae dominae: venì Puteolos in vìco Tyaniano et quaere a Messio numulario(:nummulario) Hermerotem Phoebì
EDR152962,Ἄρτος,Ἄρτος,unknown,&#7948;&#961;&#964;&#959;&#962; ((signum incertum)) MME
EDR140034,Stiriscus,Stiriscus,unknown,Stirisc[us? - - -] [- - - M]oschus Noeto
EDR140233,Procame,Procame,unknown,V&#770;ale Procam&#770;u (:Procame)
EDR140221,vol,vol,unknown,vol cum Marcello bona[---]
EDR140137,MOEƆCIA,MOEƆCIA,unknown,M&#818;O&#818;E&#818;&#390;CIA C&#818;C&#818;
EDR154177,thymatula,thymatula,unknown,Nuc (:nuces?) &#12296;:vacat&#12297; biber(es) XIIII (assibus) Singa (:singula) III  Panem III &#12296;:vacat&#12297; LI (assibus) Orrellas (:ofellas) III &#12296;:vacat&#12297; XII (assibus) Thymatla (:thymatula) IIII &#12296;:vacat&#12297; VIII (assibus)
EDR154043,Septembres,September,unknown,Septembr(es) III idus pro tunica ((denarius)) I a(sses) VIII
EDR140211,Charca,Charca,unknown,Charca miam (:meam?) Sira (:Syra?)
